RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,ConditionNotMet,MonthsTrading,TotalNetFractionBurden,PercentSatisTrades
Good,60,106.0,2,61,25,0,93,41.0,6,6,27,1,22,-0.48519611654772077,0,88,100,13,1,5,93,False,104.0,188,92.5925925925926
Good,79,165.0,2,100,31,1,95,72.0,6,3,37,3,73,1.0031248666297057,0,11,58,2,1,0,60,False,163.0,69,83.78378378378379
Bad,59,68.0,68,68,1,1,100,,0,8,1,0,100,-0.48519611654772077,0,30,58,4,1,1,100,True,0.0,88,100.0
Good,88,422.0,13,127,23,0,100,,7,8,24,0,17,-0.48519611654772077,2,2,58,2,1,0,38,True,409.0,60,95.83333333333333
Bad,56,184.0,2,113,19,1,56,4.0,3,2,27,1,22,-0.48519611654772077,1,50,58,9,2,1,75,False,182.0,108,70.37037037037037
Bad,66,139.0,11,80,7,0,100,,7,8,8,1,25,-0.48519611654772077,0,86,58,2,1,2,100,True,128.0,144,87.5
Bad,61,272.0,1,70,8,1,78,20.0,6,6,10,4,22,-0.48519611654772077,9,22,65,3,2,0,63,False,271.0,87,80.0
Bad,67,97.0,2,46,8,0,100,,7,8,9,1,33,-0.48519611654772077,1,66,48,5,2,1,88,True,95.0,114,88.88888888888889
Bad,80,181.0,9,53,13,0,100,,7,8,13,1,62,-0.48519611654772077,0,44,92,2,3,0,83,True,172.0,136,100.0
Good,86,222.0,5,86,26,0,96,,6,7,30,2,31,,0,24,58,3,2,0,60,True,217.0,82,86.66666666666667
Good,84,168.0,4,66,15,0,100,,7,8,43,2,40,-0.48519611654772077,2,3,62,3,2,0,86,True,164.0,65,34.883720930232556
Good,91,425.0,61,127,14,0,100,,7,8,15,0,14,-0.48519611654772077,0,3,58,4,1,0,71,True,364.0,61,93.33333333333333
Good,89,245.0,184,215,2,0,100,,7,8,37,0,0,4.19238411629562,0,3,58,1,2,0,50,True,61.0,61,5.405405405405405
Bad,84,85.0,4,42,5,0,100,,7,8,5,1,40,-0.48519611654772077,0,0,58,0,2,0,50,True,81.0,58,100.0
Good,75,416.0,4,167,7,2,89,28.0,6,2,10,2,33,-0.48519611654772077,1,8,57,5,2,0,88,False,412.0,65,70.0
Bad,67,217.0,12,82,27,3,72,30.0,6,3,32,0,41,-0.48519611654772077,3,5,85,1,4,1,45,False,205.0,90,84.375
Good,82,308.0,8,109,38,0,100,,7,8,44,2,50,0.15265573338546204,1,1,84,4,1,1,38,True,300.0,85,86.36363636363636
Bad,74,385.0,2,72,35,1,95,69.0,6,4,37,6,49,0.15265573338546204,1,34,95,3,5,0,75,False,383.0,129,94.5945945945946
Bad,57,137.0,3,56,16,1,71,17.0,6,6,18,2,41,-0.48519611654772077,0,81,99,5,3,1,89,False,134.0,180,88.88888888888889
Bad,60,146.0,11,99,16,0,81,7.0,4,6,16,1,13,1.6409767165628886,0,42,58,7,1,2,80,False,135.0,100,100.0
Good,72,106.0,14,75,9,0,50,44.0,6,6,10,0,30,-0.48519611654772077,0,0,58,0,2,1,0,False,92.0,58,90.0
Good,86,197.0,10,95,20,0,100,,7,8,24,1,58,-0.48519611654772077,0,8,58,4,1,0,63,True,187.0,66,83.33333333333333
Bad,63,174.0,1,62,11,0,79,5.0,3,5,14,1,29,-0.48519611654772077,5,37,101,5,2,2,70,False,173.0,138,78.57142857142857
Bad,65,182.0,11,53,12,1,100,,6,8,12,1,8,-0.059961549925598906,2,46,58,5,1,2,86,True,171.0,104,100.0
Good,75,156.0,6,60,28,0,100,,7,8,29,3,32,1.4283594332518275,0,42,93,5,1,0,67,True,150.0,135,96.55172413793103
Bad,50,202.0,2,55,32,2,84,3.0,0,5,39,6,36,-0.48519611654772077,5,69,97,6,6,1,63,False,200.0,166,82.05128205128206
Good,63,232.0,2,103,14,2,88,21.0,6,4,17,1,6,-0.2725788332366598,4,11,58,1,2,0,17,False,230.0,69,82.3529411764706
Good,58,14.0,1,6,3,0,100,,7,8,5,4,40,,15,98,58,2,2,1,80,True,13.0,156,60.0
Bad,54,203.0,4,78,47,5,90,6.0,0,2,49,2,76,-0.48519611654772077,3,56,90,5,14,0,86,False,199.0,146,95.91836734693878
Bad,71,209.0,7,88,35,0,91,19.0,6,6,35,3,34,,0,38,61,6,7,0,87,True,202.0,99,100.0
Bad,66,102.0,7,52,35,1,100,,6,8,35,2,49,,1,87,76,5,3,3,80,True,95.0,163,100.0
Bad,57,134.0,3,66,36,0,97,22.0,6,6,36,3,25,-0.48519611654772077,2,64,29,11,5,9,71,False,131.0,93,100.0
Bad,56,246.0,7,83,18,1,77,3.0,1,3,23,1,36,,0,49,94,3,1,1,80,True,239.0,143,78.26086956521739
Good,75,159.0,10,58,9,1,91,66.0,6,3,11,1,9,-0.48519611654772077,3,15,58,2,1,0,63,False,149.0,73,81.81818181818181
Bad,61,329.0,20,94,16,4,94,5.0,0,2,17,0,47,3.341914983051376,0,63,3,2,3,1,100,False,309.0,66,94.11764705882354
Good,77,178.0,14,107,20,0,100,,7,8,22,0,55,-0.2725788332366598,1,39,86,4,2,0,100,True,164.0,125,90.9090909090909
Bad,68,171.0,6,89,16,0,94,71.0,6,6,17,1,12,-0.48519611654772077,1,51,58,5,1,4,50,False,165.0,109,94.11764705882354
Good,63,74.0,12,44,21,0,95,22.0,6,5,22,0,14,,1,54,83,11,1,4,80,True,62.0,137,95.45454545454545
Bad,65,134.0,5,79,16,2,61,9.0,4,2,23,2,30,,0,18,96,2,2,0,57,True,129.0,114,69.56521739130434
Bad,71,164.0,10,81,12,0,100,,7,8,12,1,33,-0.48519611654772077,0,83,40,5,2,2,78,True,154.0,123,100.0
Good,86,152.0,2,71,19,0,100,,7,8,20,1,50,-0.48519611654772077,4,2,58,1,1,0,29,True,150.0,60,95.0
Bad,88,163.0,11,87,9,0,90,13.0,6,6,10,1,20,-0.48519611654772077,0,2,58,2,2,0,40,False,152.0,60,90.0
Good,77,129.0,15,66,19,0,95,48.0,6,6,19,0,47,2.4914458498071324,0,40,29,2,2,0,80,False,114.0,69,100.0
Bad,54,194.0,11,85,11,2,43,3.0,3,2,30,1,36,,0,55,58,4,1,1,83,True,183.0,113,36.666666666666664
Good,85,182.0,17,96,19,0,96,48.0,6,6,24,0,42,1.4283594332518275,0,5,58,2,1,0,75,False,165.0,63,79.16666666666667
Bad,65,176.0,3,93,40,0,100,,7,8,45,9,36,-0.059961549925598906,2,81,71,8,6,2,88,True,173.0,152,88.88888888888889
Bad,69,66.0,8,32,14,1,93,9.0,0,2,15,4,53,,0,9,86,2,3,1,78,True,58.0,95,93.33333333333333
Bad,55,171.0,10,65,52,1,98,1.0,4,6,54,1,69,-0.2725788332366598,2,83,56,6,12,2,90,False,161.0,139,96.29629629629629
Good,80,172.0,1,92,21,0,100,,7,8,22,2,27,-0.48519611654772077,1,37,58,4,1,1,83,True,171.0,95,95.45454545454545
Bad,73,215.0,7,88,38,1,92,23.0,6,6,40,1,38,3.5545322663624375,0,1,78,4,2,1,50,False,208.0,79,95.0
Bad,77,54.0,12,32,3,0,100,,7,8,4,0,33,,1,25,58,2,2,0,100,True,42.0,83,75.0
Bad,73,159.0,7,60,16,0,94,15.0,6,6,16,3,44,,0,72,94,5,2,0,100,True,152.0,166,100.0
Bad,59,255.0,1,87,16,0,76,1.0,4,6,17,1,41,,3,80,43,4,3,3,100,True,254.0,123,94.11764705882354
Good,76,368.0,6,80,31,0,100,,7,8,32,3,16,-0.48519611654772077,0,21,50,8,2,2,65,True,362.0,71,96.875
Bad,75,179.0,6,83,23,0,100,,7,8,23,1,30,,0,43,84,8,2,1,71,True,173.0,127,100.0
Good,64,241.0,2,92,39,0,100,,7,8,50,1,33,-0.48519611654772077,5,68,66,10,1,4,65,True,239.0,134,78.0
Bad,61,275.0,5,102,34,1,87,14.0,6,4,43,1,24,0.15265573338546204,1,58,77,18,3,7,81,False,270.0,135,79.06976744186046
Bad,69,198.0,3,111,21,1,100,,0,8,23,3,26,,1,5,58,2,2,0,57,True,195.0,63,91.30434782608695
Bad,61,244.0,19,86,7,2,50,11.0,4,3,10,0,70,-0.48519611654772077,1,95,54,1,3,1,100,False,225.0,149,70.0
Bad,86,70.0,9,39,10,0,100,,7,8,10,1,10,-0.48519611654772077,0,0,58,1,1,0,22,True,61.0,58,100.0
Good,81,300.0,2,90,18,0,100,,7,8,19,4,21,-0.059961549925598906,1,17,58,3,1,1,31,True,298.0,75,94.73684210526316
Good,78,295.0,9,91,28,0,100,,7,8,28,1,4,-0.48519611654772077,1,23,58,12,2,1,71,True,286.0,81,100.0
Good,80,268.0,3,96,41,0,98,46.0,6,6,41,1,41,-0.059961549925598906,5,7,83,2,5,0,58,False,265.0,90,100.0
Good,80,181.0,19,100,17,0,100,,7,8,17,0,6,-0.48519611654772077,1,16,58,2,1,1,80,True,162.0,74,100.0
Good,56,177.0,4,61,10,2,53,3.0,4,2,17,3,53,-0.48519611654772077,1,62,78,5,2,1,88,False,173.0,140,58.8235294117647
Good,68,191.0,7,67,25,1,89,20.0,6,3,32,2,22,2.704063133118193,0,51,44,9,2,5,73,False,184.0,95,78.125
Bad,69,75.0,8,32,18,0,100,,6,8,18,3,44,-0.48519611654772077,0,50,88,6,4,2,91,True,67.0,138,100.0
Bad,68,235.0,9,117,16,1,89,0.0,0,2,19,1,53,-0.48519611654772077,3,27,48,1,3,0,83,False,226.0,75,84.21052631578948
Bad,67,196.13915857605178,30,78,10,0,92,1.0,4,6,13,0,62,,1,73,42,2,2,1,100,True,166.13915857605178,115,76.92307692307692
Bad,70,68.0,2,41,6,0,100,,7,8,7,1,57,-0.48519611654772077,0,91,17,2,2,1,100,True,66.0,108,85.71428571428571
Bad,54,87.0,2,22,33,0,100,,7,8,34,11,24,,5,38,90,17,2,2,79,True,85.0,128,97.05882352941177
Bad,58,171.0,34,115,3,2,29,2.0,4,3,7,0,43,-0.48519611654772077,0,81,58,1,1,1,100,False,137.0,139,42.857142857142854
Bad,72,365.0,11,83,22,0,100,,7,8,22,1,41,-0.48519611654772077,0,49,23,6,2,1,73,True,354.0,72,100.0
Bad,65,330.0,13,97,37,0,86,12.0,6,5,43,0,53,-0.48519611654772077,0,61,60,9,2,3,79,False,317.0,121,86.04651162790698
Bad,59,131.0,7,81,13,0,69,5.0,4,5,17,1,50,,2,75,58,3,2,1,100,True,124.0,133,76.47058823529412
Bad,55,180.0,65,115,5,3,31,15.0,6,3,17,0,19,-0.48519611654772077,0,34,61,4,2,1,86,False,115.0,95,29.41176470588235
Bad,58,58.0,3,22,16,0,100,,7,8,16,5,19,-0.48519611654772077,4,66,95,10,2,2,86,True,55.0,161,100.0
Good,75,98.0,20,52,7,0,100,,7,8,7,0,100,-0.48519611654772077,0,30,42,4,3,1,100,True,78.0,72,100.0
Good,82,205.0,5,68,15,0,87,19.0,6,6,15,3,33,-0.48519611654772077,0,5,58,3,1,0,40,False,200.0,63,100.0
Good,84,170.0,18,86,19,0,100,,7,8,22,0,32,0.15265573338546204,1,28,58,2,1,0,50,True,152.0,86,86.36363636363636
Bad,69,39.0,4,23,7,0,88,14.0,6,5,8,2,13,-0.48519611654772077,8,19,58,3,2,0,50,False,35.0,77,87.5
Bad,77,199.0,2,60,24,0,100,,7,8,29,3,21,-0.48519611654772077,0,66,41,5,3,2,67,True,197.0,107,82.75862068965517
Bad,72,275.0,12,80,4,0,80,9.0,4,6,5,0,60,-0.48519611654772077,0,56,58,1,2,1,75,False,263.0,114,80.0
Bad,62,233.0,7,72,8,0,78,47.0,6,5,9,2,44,-0.48519611654772077,0,95,85,3,2,3,100,False,226.0,180,88.88888888888889
Good,89,225.0,3,81,11,0,100,,7,8,12,2,73,-0.2725788332366598,3,6,91,1,3,0,80,True,222.0,97,91.66666666666667
Good,64,226.0,1,102,44,0,98,1.0,4,6,50,1,28,-0.2725788332366598,2,59,100,10,3,4,62,False,225.0,159,88.0
Good,81,370.0,6,78,25,0,96,24.0,6,6,26,1,42,-0.48519611654772077,1,0,67,1,3,0,40,False,364.0,67,96.15384615384616
Bad,61,179.0,5,63,33,0,97,10.0,4,6,35,2,31,-0.48519611654772077,2,59,58,5,1,2,55,False,174.0,117,94.28571428571429
Bad,77,53.0,3,24,13,0,100,,7,8,13,4,46,,1,19,99,3,2,0,56,True,50.0,118,100.0
Good,83,83.0,22,80,7,0,100,,7,8,11,0,29,-0.059961549925598906,1,30,43,2,1,0,75,True,61.0,73,63.63636363636363
Good,57,382.0,6,125,36,0,62,28.0,6,5,45,4,27,-0.48519611654772077,2,72,93,10,5,3,76,False,376.0,165,80.0
Bad,59,32.0,10,23,3,1,100,,7,8,4,1,67,-0.48519611654772077,1,90,58,1,1,1,100,True,22.0,148,75.0
Bad,61,189.0,35,107,8,4,70,12.0,6,6,10,0,40,-0.48519611654772077,2,0,58,0,1,1,50,False,154.0,58,80.0
Bad,59,132.0,13,58,20,0,75,7.0,4,6,20,0,35,,1,94,58,4,1,2,83,True,119.0,152,100.0
Bad,80,131.0,19,66,7,0,100,,7,8,7,0,71,-0.48519611654772077,0,30,74,1,2,1,100,True,112.0,104,100.0
Good,79,75.0,2,37,15,0,100,,7,8,16,3,44,-0.2725788332366598,1,20,83,2,3,0,56,True,73.0,103,93.75
Bad,67,110.0,7,46,33,1,97,9.0,4,4,38,1,26,,1,41,23,9,2,2,87,True,103.0,64,86.84210526315789
